Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
WBGene00004225	-	I	-	160172	166819	264.908051	22.570522	29.035179
WBGene00018958	-	I	+	171340	175989	114.421341	10.120727	13.019508
WBGene00021666	-	I	+	209281	211732	4.202538	0.355499	0.457321
WBGene00018957	-	I	+	178538	182161	111.006744	14.173158	18.232639
WBGene00018955	-	I	-	182079	182772	120.257126	10.172729	13.086405
WBGene00000227	-	I	+	183364	208465	92.035759	10.025942	12.897575
WBGene00023295	-	I	+	185335	185409	0.210667	0.017821	0.022925
WBGene00004246	-	I	-	212256	215491	515.502808	43.607143	56.097115
WBGene00021662	-	I	+	216028	216996	121.643440	10.289998	13.237263
WBGene00255594	-	I	+	218060	219099	15.448135	1.306781	1.681069
WBGene00021664	-	I	-	219735	221575	137.710037	11.649096	14.985632
WBGene00021671	-	I	-	231692	238252	23.203144	1.962788	2.524971
WBGene00021672	-	I	-	238616	239021	0.000000	0.000000	0.000000
WBGene00021668	-	I	+	240491	245414	0.084643	0.007160	0.009211
WBGene00021673	-	I	-	248624	251580	22.189022	1.877002	2.414614
WBGene00021667	-	I	+	252118	254277	73.459770	6.214070	7.993906
WBGene00021675	-	I	-	254277	259157	183.081512	15.487135	19.922966
WBGene00220069	-	I	-	263502	263618	0.068376	0.005784	0.007441
WBGene00169222	-	I	-	272603	272623	0.000000	0.000000	0.000000
WBGene00166448	-	I	-	272607	272627	0.000000	0.000000	0.000000
WBGene00016904	-	I	+	280120	280445	9.450451	0.799428	1.028400
WBGene00016903	-	I	+	283500	286115	27.917547	2.361587	3.037993
WBGene00016905	-	I	-	286088	289185	75.616035	9.620513	12.376024
WBGene00016902	-	I	+	291215	305468	66.666191	12.002268	15.439962
WBGene00016906	-	I	-	305811	311130	104.682037	9.709409	12.490381
WBGene00002077	-	I	-	310981	314989	2387.276367	201.943237	259.783875
WBGene00235385	-	I	-	316637	318258	33.262867	2.813755	3.619672
WBGene00002079	-	I	-	318390	323352	696.376099	99.795822	128.379364
WBGene00021660	-	I	+	323855	330978	320.413727	27.104269	34.867485
WBGene00000917	-	I	+	332611	337839	207.984467	17.593712	22.632910
WBGene00021661	-	I	-	343069	348424	88.733109	7.716114	9.926167
WBGene00021658	-	I	+	347469	348357	193.305969	16.352037	21.035593
WBGene00021657	-	I	+	348460	357193	74.330620	6.287737	8.088672
WBGene00020087	-	I	-	357240	363901	58.076012	4.912735	6.319843
WBGene00020091	-	I	+	364510	368319	614.667725	81.523552	104.873558
WBGene00020088	-	I	-	368370	373445	214.804596	18.170637	23.375076
WBGene00020089	-	I	-	373571	379073	610.899353	51.676876	66.478180
WBGene00004143	-	I	-	379071	381902	3563.749512	301.462830	387.807922
WBGene00006385	-	I	+	382648	388564	212.959412	18.014551	23.174284
WBGene00020090	-	I	-	388470	394415	43.458153	3.742409	4.814311
WBGene00015570	-	I	+	420922	423713	7.306175	0.618040	0.795059
WBGene00021733	-	I	+	398891	412915	238.230347	24.545767	31.576172
WBGene00021734	-	I	-	412911	418660	3.128583	0.264651	0.340453
WBGene00006593	-	I	+	443999	461605	169.179657	14.311157	18.410164
WBGene00022040	-	I	+	562736	565181	3.782624	0.319978	0.411626
WBGene00000434	-	I	-	565436	566414	7.753715	0.655898	0.843761
WBGene00002393	-	I	+	557375	561671	29.281445	5.499887	7.075166
WBGene00021026	-	I	+	461995	462651	1118.075439	94.579651	121.669182
WBGene00021027	-	I	-	462657	467131	6.818018	0.576746	0.741938
WBGene00166632	-	I	+	463304	463324	0.000000	0.000000	0.000000
WBGene00235387	-	I	+	471135	473890	7.095153	0.600189	0.772096
WBGene00021025	-	I	+	477582	481954	0.928713	0.078561	0.101063
WBGene00235388	-	I	-	482040	483880	0.802536	0.067888	0.087332
WBGene00021028	-	I	-	484126	487990	9.778261	0.827157	1.064072
WBGene00021024	-	I	+	488607	489905	1265.654785	107.063606	137.728790
WBGene00001814	-	I	+	489969	496150	420.295471	35.666351	45.881924
WBGene00022035	-	I	-	496144	502042	90.310623	9.607193	12.358889
WBGene00022036	-	I	-	502932	506250	226.024490	19.119745	24.596029
WBGene00022034	-	I	+	506469	509056	981.754883	83.216766	107.051750
WBGene00022039	-	I	-	508850	511051	42.679352	4.971139	6.394975
WBGene00022037	-	I	-	511052	519800	1352.696533	123.998566	159.514267
WBGene00196781	-	I	+	512017	512166	0.000000	0.000000	0.000000
WBGene00196389	-	I	+	514364	514492	2.462102	0.208273	0.267926
WBGene00022038	-	I	-	520109	521554	250.731781	26.764702	34.430656
WBGene00195369	-	I	-	526048	526139	0.000000	0.000000	0.000000
WBGene00197961	-	I	+	530215	530326	0.000000	0.000000	0.000000
WBGene00200577	-	I	-	530395	530683	0.000000	0.000000	0.000000
WBGene00022033	-	I	+	530969	533084	374.766571	39.773285	51.165165
WBGene00220190	-	I	+	532968	533039	0.901339	0.076246	0.098084
WBGene00022043	-	I	+	534455	535344	271.312927	22.950760	29.524324
WBGene00022042	-	I	+	535791	536670	6012.640137	588.873718	757.539124
WBGene00201456	-	I	-	536804	536931	0.609375	0.051548	0.066312
WBGene00007009	-	I	+	537122	542200	803.563049	69.674271	89.630402
WBGene00220191	-	I	+	539086	539242	0.000000	0.000000	0.000000
WBGene00004235	-	I	+	550696	556638	243.557404	20.602879	26.503963
WBGene00202444	-	I	+	553658	553785	0.000000	0.000000	0.000000
WBGene00235390	-	I	+	585119	585376	0.000000	0.000000	0.000000
WBGene00044427	-	I	-	582288	583748	0.484094	0.040950	0.052679
WBGene00001725	-	I	-	572177	575120	5327.648438	493.746033	635.164917
WBGene00200417	-	I	-	613290	613379	1.860741	0.157403	0.202486
WBGene00201449	-	I	+	613290	613379	1.860741	0.157403	0.202486
WBGene00002040	-	I	-	585831	607601	76.707840	6.524184	8.392842
WBGene00018923	-	I	-	614651	629444	200.094482	22.757727	29.276003
WBGene00018921	-	I	+	618160	621490	228.120056	19.657995	25.288446
WBGene00022028	-	I	+	621708	622187	41.654671	3.523630	4.532869
WBGene00022029	-	I	-	629492	636350	375.553009	78.943176	101.554108
WBGene00220188	-	I	-	630006	630218	0.271031	0.022927	0.029494
WBGene00220189	-	I	-	630926	631035	0.365821	0.030945	0.039809
WBGene00022027	-	I	+	636804	637852	506.073395	42.809490	55.071003
WBGene00022026	-	I	+	638129	653986	34.625149	8.077776	10.391416
WBGene00022030	-	I	-	645626	647242	50.690620	6.297667	8.101447
WBGene00022025	-	I	+	654090	658810	244.208115	20.657925	26.574772
WBGene00022031	-	I	-	659557	663686	132.952805	11.347265	14.597353
WBGene00044461	-	I	-	667615	674413	0.246439	0.020847	0.026818
WBGene00022032	-	I	-	664426	666900	34.406658	3.523550	4.532766
WBGene00021215	-	I	+	680408	683472	50.308327	5.787664	7.445369
WBGene00021214	-	I	-	682876	686599	43.008041	3.638113	4.680143
WBGene00021207	-	I	+	688286	691267	21.118473	1.786443	2.298116
WBGene00021210	-	I	-	692026	694948	253.981186	24.477146	31.487902
WBGene00021208	-	I	-	694982	698322	195.908875	16.572222	21.318844
WBGene00021209	-	I	-	700274	715874	181.267746	23.564524	30.313883
WBGene00001745	-	I	+	1068484	1075010	187.398788	20.033245	25.771173
WBGene00022838	-	I	+	1107578	1112251	1.029172	0.087059	0.111995
WBGene00022837	-	I	+	1128324	1131737	6.407005	0.556941	0.716460
WBGene00019909	-	I	+	1084630	1088473	13.648686	1.154562	1.485253
WBGene00044895	-	I	+	1088514	1089742	23.441099	2.189153	2.816171
WBGene00019911	-	I	-	1089666	1095796	77.296196	6.538599	8.411386
WBGene00174760	-	I	-	1093137	1093157	0.000000	0.000000	0.000000
WBGene00004332	-	I	-	717893	719816	100.729660	10.742463	13.819324
WBGene00004028	-	I	+	719929	731078	117.796799	14.221282	18.294546
WBGene00044434	-	I	-	731068	736552	43.717911	3.698163	4.757391
WBGene00236789	-	I	+	740835	741878	6.579755	0.556591	0.716010
WBGene00000623	-	I	-	741913	745570	45.469002	3.846290	4.947945
WBGene00198328	-	I	-	742120	742286	0.000000	0.000000	0.000000
WBGene00000624	-	I	+	745859	748288	19.652090	2.033178	2.615522
WBGene00021213	-	I	-	748228	757010	164.884842	13.947850	17.942799
WBGene00023169	-	I	+	754680	754763	0.000000	0.000000	0.000000
WBGene00197162	-	I	+	757536	757618	14.674699	1.241354	1.596904
WBGene00021212	-	I	+	758756	760429	60.870613	8.688449	11.176998
WBGene00020282	-	I	-	760848	761849	136.391586	11.537565	14.842158
WBGene00020283	-	I	+	763597	770720	334.123352	31.704412	40.785202
WBGene00020281	-	I	+	770892	776369	74.912575	6.401145	8.234563
WBGene00196394	-	I	+	774365	774585	0.000000	0.000000	0.000000
WBGene00196011	-	I	-	774439	774584	0.000000	0.000000	0.000000
WBGene00201573	-	I	-	779157	779241	0.000000	0.000000	0.000000
WBGene00201667	-	I	+	788097	788219	0.000000	0.000000	0.000000
WBGene00195514	-	I	-	796997	797295	0.000000	0.000000	0.000000
WBGene00199422	-	I	-	801555	801698	0.000000	0.000000	0.000000
WBGene00022518	-	I	+	803368	835277	98.833748	12.893134	16.585991
WBGene00023398	-	I	+	803800	803872	0.000000	0.000000	0.000000
WBGene00200408	-	I	-	806419	806659	0.000000	0.000000	0.000000
WBGene00201436	-	I	+	806510	806659	0.000000	0.000000	0.000000
WBGene00202093	-	I	+	809294	809476	0.000000	0.000000	0.000000
WBGene00197978	-	I	-	812295	812442	0.000000	0.000000	0.000000
WBGene00195610	-	I	+	815976	816026	0.000000	0.000000	0.000000
WBGene00200506	-	I	+	816036	816306	0.184502	0.015607	0.020078
WBGene00197264	-	I	+	834416	834465	0.940000	0.079516	0.102291
WBGene00022517	-	I	+	837996	841746	216.316864	18.298563	23.539642
WBGene00022519	-	I	-	841742	846763	56.145947	5.272772	6.783001
WBGene00202359	-	I	+	846171	846491	0.000000	0.000000	0.000000
WBGene00022388	-	I	+	853451	872103	391.854736	33.147572	42.641708
WBGene00022389	-	I	-	873164	882713	176.100449	17.965275	23.110895
WBGene00022386	-	I	+	882918	890194	34.359539	4.001682	5.147845
WBGene00022390	-	I	-	889771	895105	134.558029	12.728493	16.374193
WBGene00001678	-	I	+	897286	906077	405.743713	49.674892	63.902790
WBGene00220217	-	I	+	906339	906481	1.391608	0.117718	0.151435
WBGene00022385	-	I	+	907448	911189	76.290146	6.453496	8.301908
WBGene00022391	-	I	-	912415	926877	26.517658	2.411369	3.102034
WBGene00201274	-	I	+	916168	916317	0.000000	0.000000	0.000000
WBGene00022383	-	I	+	938464	941773	288.112823	24.371889	31.352493
WBGene00003548	-	I	+	942257	947710	133.725372	11.312026	14.552021
WBGene00199411	-	I	-	942547	942652	0.000000	0.000000	0.000000
WBGene00200422	-	I	+	942547	942652	0.000000	0.000000	0.000000
WBGene00195544	-	I	+	946027	946117	1.549451	0.131070	0.168612
WBGene00023199	-	I	-	946044	946115	0.000000	0.000000	0.000000
WBGene00003238	-	I	-	948569	957404	83.468193	7.138722	9.183397
WBGene00018787	-	I	-	963700	969426	61.615200	5.278775	6.790723
WBGene00018788	-	I	-	969089	976550	23.033451	6.679665	8.592857
WBGene00197993	-	I	+	979125	979274	0.000000	0.000000	0.000000
WBGene00200860	-	I	-	979125	979274	0.000000	0.000000	0.000000
WBGene00018786	-	I	+	989671	992181	47.727325	4.037325	5.193697
WBGene00016932	-	I	+	996045	1005066	8.305264	0.702555	0.903780
WBGene00196934	-	I	+	996207	996655	0.000000	0.000000	0.000000
WBGene00199650	-	I	-	996277	996576	0.000000	0.000000	0.000000
WBGene00016931	-	I	+	1006102	1010765	2.106672	0.178206	0.229248
WBGene00016930	-	I	-	1011371	1014455	76.685143	6.591796	8.479820
WBGene00236808	-	I	-	1015204	1015731	25.584795	2.164256	2.784142
WBGene00005002	-	I	+	1016403	1017180	3628.528320	308.738312	397.167267
WBGene00021335	-	I	+	1018835	1019229	762.134155	64.470047	82.935585
WBGene00021327	-	I	-	1019827	1029910	651.676025	55.126236	70.915512
WBGene00004952	-	I	-	1030629	1033436	381.522614	32.273560	41.517365
WBGene00021329	-	I	+	1034443	1040868	90.090691	7.836416	10.080926
WBGene00021332	-	I	+	1041474	1048329	236.338791	28.307726	36.415634
WBGene00021331	-	I	+	1049596	1050727	1163.782593	98.446091	126.643051
WBGene00021333	-	I	-	1050921	1053826	33.041924	6.319567	8.129620
WBGene00021334	-	I	-	1053894	1066899	564.410950	47.744358	61.419308
WBGene00021328	-	I	+	1062293	1065269	26.279274	2.223003	2.859716
WBGene00021689	-	I	-	1136371	1154386	120.469055	21.515066	27.677416
WBGene00000165	-	I	-	1154511	1156020	203.470245	17.211847	22.141670
WBGene00198207	-	I	-	1156088	1156264	0.369813	0.031283	0.040243
WBGene00195424	-	I	+	1156163	1156454	0.000000	0.000000	0.000000
WBGene00004429	-	I	+	1156579	1157474	27020.644531	2285.716064	2940.391846
WBGene00021687	-	I	+	1157571	1162939	95.589806	8.086083	10.402102
WBGene00001816	-	I	-	1162880	1175868	279.135864	46.823250	60.234383
WBGene00004880	-	I	+	1176471	1190829	291.141418	32.763748	42.147949
WBGene00249808	-	I	-	1189970	1190830	0.000000	0.000000	0.000000
WBGene00021686	-	I	+	1193158	1211434	571.557800	73.006165	93.916611
WBGene00021694	-	I	+	1287304	1287959	1.288793	0.109021	0.140247
WBGene00021693	-	I	+	1282101	1285435	8.549788	0.723239	0.930390
WBGene00021685	-	I	+	1211485	1254669	288.151428	48.125546	61.909683
WBGene00195068	-	I	-	1215045	1217263	3692.032227	312.314423	401.767639
WBGene00021690	-	I	-	1218435	1219002	4961.275391	419.681610	539.886963
WBGene00021691	-	I	-	1223957	1229282	532.128174	47.271099	60.810501
WBGene00201777	-	I	-	1251252	1251322	0.000000	0.000000	0.000000
WBGene00021692	-	I	+	1254770	1258258	100.568184	8.507211	10.943850
WBGene00001707	-	I	-	1259374	1268155	87.943733	9.648456	12.411969
WBGene00022367	-	I	-	1385818	1392759	55.762104	5.190104	6.676655
WBGene00003400	-	I	+	1305562	1328348	141.534149	27.495903	35.371288
WBGene00197361	-	I	-	1307480	1307624	0.000000	0.000000	0.000000
WBGene00044896	-	I	+	1332698	1334074	40.920002	3.461483	4.452922
WBGene00019674	-	I	+	1335321	1336867	55.124485	5.818457	7.484982
WBGene00045052	-	I	+	1337012	1338216	121.948311	10.315787	13.270439
WBGene00045053	-	I	+	1338749	1339773	58.451767	8.080248	10.394595
WBGene00004888	-	I	+	1340678	1341258	3752.165283	317.401215	408.311371
WBGene00019673	-	I	-	1341218	1344692	674.158508	81.020668	104.226631
WBGene00022363	-	I	+	1348503	1359595	258.617218	24.066509	30.959648
WBGene00022366	-	I	+	1365309	1376409	143.783966	12.162898	15.646599
WBGene00022365	-	I	-	1376942	1385057	139.952469	11.838786	15.229654
WBGene00022372	-	I	+	1394569	1402975	128.916412	10.905230	14.028709
WBGene00022371	-	I	+	1405935	1413100	151.116928	12.783203	16.444572
WBGene00022368	-	I	-	1413915	1415807	419.579132	35.492817	45.658684
WBGene00022370	-	I	-	1427227	1433695	10.870540	0.919555	1.182934
WBGene00022369	-	I	+	1416586	1425201	547.378662	47.621002	61.260628
WBGene00022373	-	I	+	1436279	1441331	626.154785	52.967358	68.138290
WBGene00018159	-	I	-	1442048	1443942	762.431152	66.670609	85.766426
WBGene00004969	-	I	+	1446497	1465358	297.109924	39.331818	50.597252
WBGene00196566	-	I	-	1447135	1447234	0.000000	0.000000	0.000000
WBGene00023055	-	I	+	1447138	1447210	0.000000	0.000000	0.000000
WBGene00001773	-	I	-	1451122	1453077	0.668721	0.056568	0.072770
WBGene00018580	-	I	+	1465597	1469587	45.559006	3.853903	4.957740
WBGene00018579	-	I	+	1471227	1479920	65.900208	5.574596	7.171273
WBGene00001115	-	I	+	1483083	1490494	27.950172	2.533008	3.258513
WBGene00170789	-	I	-	1487607	1487627	0.000000	0.000000	0.000000
WBGene00022361	-	I	-	1490887	1514411	184.046600	17.029028	21.906490
WBGene00022360	-	I	+	1514755	1540911	123.490608	14.468541	18.612625
WBGene00022358	-	I	+	1543525	1556196	199.080841	19.590464	25.201571
WBGene00005077	-	I	+	1566929	1580196	284.828247	34.319534	44.149349
WBGene00195355	-	I	-	1575714	1575803	0.855556	0.072373	0.093102
WBGene00023198	-	I	+	1575720	1575792	0.000000	0.000000	0.000000
WBGene00022270	-	I	+	1581394	1593668	61.922012	8.092306	10.410108
WBGene00022272	-	I	-	1600624	1601457	0.918210	0.077673	0.099920
WBGene00022271	-	I	-	1594659	1596184	121.416000	10.270759	13.212513
WBGene00022269	-	I	+	1601838	1606926	179.843674	15.213242	19.570623
WBGene00022273	-	I	-	1607658	1610041	276.930878	25.947655	33.379589
WBGene00044440	-	I	+	1610390	1620080	146.685059	24.027033	30.908863
WBGene00000269	-	I	-	1621346	1628476	127.476257	11.043691	14.206829
WBGene00022268	-	I	+	1629003	1633498	655.975830	55.630836	71.564636
WBGene00022274	-	I	+	1634613	1644107	50.539688	4.275227	5.499739
WBGene00003111	-	I	-	1644588	1651394	43.372337	5.587641	7.188056
WBGene00044358	-	I	-	1657513	1663331	23.381550	2.008110	2.583274
WBGene00022156	-	I	+	1652901	1655399	414.211670	41.723454	53.673901
WBGene00173142	-	I	+	1653765	1653785	0.000000	0.000000	0.000000
WBGene00004168	-	I	-	1655616	1656726	36.356716	3.075468	3.956345
WBGene00022157	-	I	-	1663412	1667414	64.122849	5.424246	6.977860
WBGene00022155	-	I	+	1667501	1669792	145.912216	12.342930	15.878197
WBGene00022158	-	I	-	1670036	1672742	62.816959	5.722126	7.361060
WBGene00185098	-	I	-	1672821	1676434	60.768124	5.140465	6.612799
WBGene00022154	-	I	+	1680450	1685063	26.144522	2.211604	2.845052
WBGene00044348	-	I	-	1686216	1693457	8.248899	1.393475	1.792595
WBGene00200707	-	I	+	1691497	1691645	0.261745	0.022141	0.028483
WBGene00236797	-	I	+	1692352	1693675	1.055329	0.089272	0.114841
WBGene00220197	-	I	+	1693190	1693457	0.150150	0.012701	0.016339
WBGene00219767	-	I	+	1696199	1697676	0.000000	0.000000	0.000000
WBGene00006702	-	I	+	1698094	1701128	458.403717	47.969353	61.708744
WBGene00003080	-	I	+	1701361	1701808	557.661987	47.173450	60.684887
WBGene00022153	-	I	+	1702105	1708008	289.875519	24.520998	31.544310
WBGene00022152	-	I	+	1709587	1715568	251.559296	22.739824	29.252972
WBGene00006771	-	I	+	1721592	1740670	453.851562	90.469353	116.381622
WBGene00199017	-	I	-	1738614	1738724	0.000000	0.000000	0.000000
WBGene00003278	-	I	+	1738635	1738733	0.000000	0.000000	0.000000
WBGene00022159	-	I	-	1740647	1751055	465.927795	39.650448	51.007141
WBGene00022150	-	I	+	1751481	1754410	484.849640	41.014145	52.761429
WBGene00022149	-	I	+	1755329	1766400	227.791138	20.628128	26.536444
WBGene00022147	-	I	+	1792455	1792898	0.000000	0.000000	0.000000
WBGene00220198	-	I	+	1791398	1791491	2.319149	0.196180	0.252370
WBGene00022148	-	I	+	1767887	1790157	489.614349	41.417198	53.279926
WBGene00022160	-	I	-	1771388	1775933	497.630096	55.401718	71.269890
WBGene00022161	-	I	-	1779766	1782594	26.021708	4.440769	5.712696
WBGene00022146	-	I	+	1793254	1796424	191.637482	16.576691	21.324591
WBGene00022162	-	I	-	1797435	1798722	223.767105	18.928789	24.350380
WBGene00022145	-	I	+	1799717	1806986	0.663663	0.056140	0.072220
WBGene00022144	-	I	+	1808091	1811835	258.636475	21.878441	28.144871
WBGene00044349	-	I	-	1813909	1816061	3.212051	0.271712	0.349536
WBGene00022143	-	I	+	1812892	1813581	144.652817	12.236395	15.741147
WBGene00022163	-	I	+	1828079	1831929	0.000000	0.000000	0.000000
WBGene00022142	-	I	+	1816150	1818496	3.573499	0.302288	0.388869
WBGene00044347	-	I	-	1818581	1822948	82.998573	10.495002	13.500983
WBGene00219766	-	I	+	1822401	1823043	1.403622	0.118734	0.152742
WBGene00022141	-	I	+	1823447	1825967	425.298889	36.102318	46.442757
WBGene00044746	-	I	-	1832115	1832641	375.687378	47.818428	61.514595
WBGene00016907	-	I	+	1832897	1834764	1333.264893	120.947708	155.589584
WBGene00004441	-	I	+	1834881	1835439	34006.199219	2886.330566	3713.034180
WBGene00001196	-	I	+	1835631	1841936	788.335938	73.938095	95.115471
WBGene00202110	-	I	-	1840679	1840745	2.029851	0.171708	0.220889
WBGene00220027	-	I	+	1841238	1841334	1.463917	0.123835	0.159304
WBGene00001309	-	I	+	1842445	1843227	666.849243	56.463459	72.635742
WBGene00003750	-	I	+	1843384	1843899	168.813171	14.280154	18.370281
WBGene00044897	-	I	-	1851681	1852280	0.000000	0.000000	0.000000
WBGene00006461	-	I	+	1845221	1850523	87.835968	11.067266	14.237157
WBGene00019706	-	I	-	1856459	1860578	0.000000	0.000000	0.000000
WBGene00004743	-	I	-	1862607	1872306	147.425827	47.162804	60.671188
WBGene00022139	-	I	+	1874033	1883639	169.663818	24.046633	30.934078
WBGene00022140	-	I	-	1885205	1894905	60.620640	5.127990	6.596750
WBGene00022138	-	I	+	1895161	1923088	95.509628	16.162996	20.792408
WBGene00021768	-	I	-	1911684	1913966	704.364929	59.583267	76.649124
WBGene00219760	-	I	-	1916942	1917064	1.536585	0.129982	0.167211
WBGene00021766	-	I	+	1924300	1932260	155.051315	13.116019	16.872713
WBGene00255420	-	I	-	1945814	1949520	0.987654	0.083547	0.107477
WBGene00021765	-	I	+	1932352	1945212	204.286011	38.065491	48.968224
WBGene00021771	-	I	-	1950594	1958527	165.619720	14.399607	18.523947
WBGene00044438	-	I	+	1958707	1965267	105.357010	8.912305	11.464970
WBGene00201351	-	I	-	1974779	1974991	7.859155	0.664818	0.855235
WBGene00196465	-	I	+	1974820	1974991	0.000000	0.000000	0.000000
WBGene00021764	-	I	+	1967772	1973882	316.675476	31.717047	40.801453
WBGene00021763	-	I	+	1977993	1983436	563.969299	48.808437	62.788170
WBGene00021238	-	I	-	1988246	2010525	111.777046	9.484938	12.201616
WBGene00220136	-	I	+	2019432	2019523	0.000000	0.000000	0.000000
WBGene00021237	-	I	+	2026277	2033966	64.222542	5.544886	7.133053
WBGene00021239	-	I	-	2034383	2043805	42.721169	3.770447	4.850380
WBGene00219749	-	I	+	2046539	2048913	1.776511	0.150278	0.193320
WBGene00044435	-	I	-	2049140	2050177	8.040462	0.680155	0.874965
WBGene00021346	-	I	-	2061667	2064077	154.287338	13.051394	16.789579
WBGene00021347	-	I	+	2064293	2064686	773.364441	65.420036	84.157661
WBGene00021348	-	I	+	2064909	2065481	1651.481934	160.803909	206.861420
WBGene00021349	-	I	+	2065727	2069049	5.886280	0.530388	0.682302
WBGene00195672	-	I	-	2068818	2068951	0.000000	0.000000	0.000000
WBGene00004409	-	I	-	2069086	2069587	31454.408203	2745.610107	3532.009033
WBGene00021350	-	I	-	2069681	2070607	38388.175781	3376.783447	4343.963379
WBGene00044932	-	I	-	2069884	2070023	6.971428	0.589723	0.758632
WBGene00197277	-	I	+	2070216	2070358	3.458981	0.292600	0.376407
WBGene00044931	-	I	-	2070256	2070394	1.375671	0.116370	0.149701
WBGene00196428	-	I	-	2070673	2070891	0.000000	0.000000	0.000000
WBGene00004014	-	I	+	2071352	2072547	2945.832275	249.192291	320.566040
WBGene00021351	-	I	+	2072680	2076906	1752.372803	148.499374	191.032623
WBGene00021352	-	I	+	2078959	2085662	325.608429	35.958046	46.257164
WBGene00200606	-	I	-	2084806	2085027	0.000000	0.000000	0.000000
WBGene00044925	-	I	+	2085037	2085155	1.541449	0.130393	0.167741
WBGene00021353	-	I	-	2085673	2093822	14.988613	1.621136	2.085462
WBGene00003799	-	I	+	2097346	2123443	386.697296	49.019691	63.059933
WBGene00044810	-	I	-	2107457	2108896	69.937500	5.916116	7.610613
WBGene00021354	-	I	-	2113614	2118550	200.791016	17.396915	22.379745
WBGene00235158	-	I	-	2149823	2151826	12.111912	1.024565	1.318021
WBGene00195033	-	I	+	2149891	2149910	0.000000	0.000000	0.000000
WBGene00195032	-	I	+	2149987	2150003	0.000000	0.000000	0.000000
WBGene00195031	-	I	+	2150219	2150239	0.000000	0.000000	0.000000
WBGene00021355	-	I	+	2128590	2145971	1168.369141	99.334305	127.785675
WBGene00021009	-	I	+	2160042	2209629	144.706390	22.846645	29.390387
WBGene00001542	-	I	-	2223307	2233099	1.278600	0.108194	0.139182
WBGene00021008	-	I	+	2216100	2219479	23.636936	1.999483	2.572176
WBGene00021005	-	I	-	2219471	2222313	509.753418	43.120792	55.471462
WBGene00021006	-	I	-	2233744	2234957	102.631264	8.681729	11.168354
WBGene00017399	-	I	+	2242230	2247223	0.000000	0.000000	0.000000
WBGene00170253	-	I	-	2243149	2243169	0.000000	0.000000	0.000000
WBGene00021007	-	I	-	2235617	2241210	177.533936	15.017857	19.319277
WBGene00017398	-	I	+	2250131	2254901	88.310684	20.979778	26.988813
WBGene00000020	-	I	-	2255923	2272866	51.187862	4.335399	5.577145
WBGene00198059	-	I	+	2269391	2269442	0.000000	0.000000	0.000000
WBGene00201890	-	I	-	2269391	2269442	0.000000	0.000000	0.000000
WBGene00200608	-	I	+	2272359	2272439	0.000000	0.000000	0.000000
WBGene00023176	-	I	-	2272368	2272438	0.142820	0.012081	0.015542
WBGene00021458	-	I	+	2279835	2281516	2.963667	0.334863	0.430774
