"","WB_ID","Chr","Strand","Start","End","Rlog2FC","Rpadj","Glog2FC","Gpadj","N2_A_R_TPM","N2_B_R_TPM","N2_C_R_TPM","N2_D_R_TPM","CB_A_R_TPM","CB_B_R_TPM","CB_C_R_TPM","CB_D_R_TPM","N2_A_G_TPM","N2_B_G_TPM","N2_C_G_TPM","N2_D_G_TPM","CB_A_G_TPM","CB_B_G_TPM","CB_C_G_TPM","CB_D_G_TPM","Annot","Anticorr","Direction","Query","Source","PID","AlnLen","Mismatch","TChr","TStart","TEnd"
"18","WBGene00001008","I","-",12565804,12572801,0.302853713720201,0.00416488496218153,2.8191278367778,2.69084127158307e-10,22.865515,25.395943,22.164791,20.450575,17.395138,19.758741,19.571804,17.426804,189.203506,131.621613,137.905441,182.670624,30.22628,17.722492,21.805185,24.429253,"dlk-1 encodes a mitogen-activated protein kinase kinase kinase (MAPKKK) that is the C. elegans ortholog of the dual-leucine zipper MAPKKK; in C. elegans, dlk-1 functions with mkk-4 and pmk-3 in a MAPK signaling pathway that regulates presynaptic development; dlk-1 is also essential for neuron regeneration; DLK-1 abundance is negatively regulated by the RPM-1 E3 ubiquitin ligase which can stimulate DLK-1 ubiquitination; DLK-1 localizes to the periactive zone of synapses in the nerve ring and nerve cord.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"19","WBGene00001042","III","-",5415556,5419565,-0.285039665817027,0.0166643048622215,-0.84072598453049,0.000238920239564284,26.355257,26.093357,24.688356,21.2994,29.88026,28.885128,33.82077,28.381336,352.992065,487.73114,366.022644,421.712555,582.53125,882.950806,777.953491,817.720703,"This gene encodes a protein containing a DnaJ ('J') domain.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"20","WBGene00001150","V","-",15357696,15360738,0.729720266108127,0.000251732444648543,7.06365051469047,0.000958450319674288,6.40566,4.866686,5.098392,6.962402,3.4592,2.569599,3.629188,4.022368,0.531096,0.808713,0,0.596893,0,0,0,0,"ech-1.1 encodes one of two C. elegans enoyl-CoA hydratases/long-chain 3-hydroxyacyl-CoA dehydrogenases [EC:4.2.1.17 1.1.1.211] orthologous to human HADHA (hydroxyacyl-coenzyme A dehydrogenase/3-ketoacyl-coenzyme A thiolase/enoyl-coenzyme a hydratase (trifunctional protein), alpha subunit OMIM:600890), which when mutated leads to disease; loss of ech-1.1 activity via RNAi results in an increase in overall body fat, consistent with ECH-1.1's predicted role in fatty acid metabolism; expression of ech-1.1 mRNA is positively regulated by the NHR-49 nuclear receptor.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"21","WBGene00001581","V","-",6392541,6399921,0.55449254672684,5.74961396239581e-19,2.28009362946337,3.10190375568403e-13,357.658508,363.154724,350.815399,369.699158,238.930695,256.493408,240.765564,248.643188,4.966238,5.260049,4.771382,4.306282,0.852736,1.262107,1.087571,0.99591,"gfi-1 encodes a protein that contains 21 ET modules; interacts with unc-68 in yeast two-hybrid assays.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"22","WBGene00001736","V","-",3575055,3575874,-1.03218577171781,4.08621736544587e-06,-5.68784171307812,0.00055567085313677,27.711847,15.5158,16.982262,14.350183,52.769714,33.71106,37.755245,40.256699,12.907957,17.771791,0,14.476763,1933.567871,29.53356,30.54966,1941.737061,"grl-27 encodes a hedgehog-like protein, with an N-terminal signal sequence, a central low-complexity region, and a C-terminal Ground-like (Grl) domain; GRL-27 is expressed in arcade cells; the Grl domain is predicted to form a cysteine-crosslinked protein involved in intercellular signalling, and it has subtle similarity to the N-terminal Hedge domain of HEDGEHOG proteins.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"23","WBGene00001775","II","-",15164890,15165731,5.13692368949006,1.30128415769611e-133,7.85993086484532,0.000126964461259994,113.192154,98.622391,98.028557,95.522041,3.27091,1.34474,1.779106,1.68026,4.076333,6.60467,0,3.48643,0,0,0,0,"gst-27 is an ortholog of members of the human GST (Glutathione S-transferases) family including HPGDS; microarray, proteomic, and RNA sequencing studies indicate that gst-27 is regulated by daf-12, cyc-1, cid-1, lin-15B, age-1, gld-1, let-7, clk-1, aak-2, crtc-1, glp-1, slr-2, dpy-9, dpy-10, osm-8, ash-2, tbx-2, and lin-35; proteomic, RNA sequencing, and microarray studies indicate that gst-27 is regulated by Glutathione, Nicotinic acid, Rotenone, Rifampin, Cry5B, Quercetin, Humic substances, Paraquat, and Sirolimus; tiling array and RNA sequencing studies indicate that gst-27 is enriched in the intestine and germ line and in the PVD and OLL neurons.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"24","WBGene00001853","IV","+",6294234,6295219,0.753256240241652,4.72888226366405e-11,2.60347524054907,0.000440482769628247,91.280304,93.111267,90.017838,76.873207,48.683014,50.992031,62.294895,49.645695,5.079408,7.119372,13.871605,5.171398,0.855426,1.132844,2.285464,0.562708,"hil-2 is an ortholog of human H1F0 (H1 histone family member 0); hil-2 is predicted to have DNA binding activity, based on protein domain information.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"25","WBGene00001884","II","-",13823064,13823375,1.05004608946754,2.18396661735616e-05,1.403524124652,0.00137248913754732,3.428194,2.976071,2.564562,1.835184,1.152908,1.133065,1.456056,1.022001,87.074577,105.804329,133.585556,82.17437,40.57827,37.164124,48.294899,30.679441,"his-10 encodes an H4 histone.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"26","WBGene00001888","II","-",13819626,13819937,1.05004608946754,2.18396661735616e-05,1.453842658237,0.000118166171568744,3.428194,2.976883,2.566334,1.842238,1.154831,1.133065,1.459136,1.022001,93.1772,103.207367,139.082138,81.585068,40.093544,36.928383,41.394722,39.197453,"his-14 encodes an H4 histone.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"27","WBGene00001918","II","-",13826730,13827098,1.21888045960879,1.68659666080519e-06,1.17740425410387,0.00209846658813232,5.455102,5.200436,4.491818,2.701949,1.808713,1.232217,2.106461,1.711951,52.267231,76.650627,101.305473,50.876472,29.040611,31.159105,31.682661,35.984612,"his-44 encodes an H2B histone.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"28","WBGene00001934","IV","-",7487560,7488025,1.56627849916929,8.42473161129567e-22,0.733905966503305,4.49312111229315e-05,11.398545,14.311199,14.155516,12.798394,3.429331,3.688457,5.145987,4.554323,106.666931,137.638367,120.534187,148.47348,64.768066,83.81987,74.658691,100.893562,"his-60 encodes an H4 histone; by homology, HIS-60 is predicted to function as a nucleosome component required for packaging of DNA into chromatin; his-60 expression is detected in early embryos, beginning at the 28-cell stage and continuing through the comma stage (early morphogenesis); his-60 is a replication-dependent histone locus that resides in a histone gene-rich region on chromosome IV.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"29","WBGene00001946","III","-",12367474,12369050,1.43740859856273,2.66839707739136e-41,1.61156848470244,0.00479502594190296,172.902405,196.873398,191.488739,191.706268,58.005768,73.301575,72.321075,70.92511,26.346243,32.404785,10.614491,28.338831,10.413587,8.067802,5.670028,9.194713,"his-72 encodes an H3 histone required for embryonic viability.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"30","WBGene00002010","V","-",4824130,4826760,-0.25889201250881,6.70165411974721e-06,-0.668068058646901,0.0496342013272508,383.819519,396.43454,391.360931,374.962494,493.161804,491.171661,446.193817,435.043701,9.139354,15.197037,7.773529,13.378363,15.276997,24.458042,15.013289,21.43121,"hsp-6 encodes a nuclear-encoded mitochondrion-specific chaperone that is a member of the DnaK/Hsp70 superfamily of molecular chaperones; hsp-6 is involved in the mitochondrial unfolded protein response, as hsp-6 expression, normally broadly detected from the L1 larval through adult stages of development, is greatly increased in response to treatments that disrupt mitochondrial protein handling; loss of hsp-6 activity via RNAi results in severe growth defects with arrest at embryonic and early larval stages of development; loss of hsp-6 via RNAi in young adult hermaphrodites results in abnormal mitochondrial membrane potential and morphology, accompanied by reduction of ATP levels and reduced levels of mitochondrial proteins ATP-2, HSP-60, and CLK-1; in addition, hsp-6(RNAi) of adults disrupts gonadal function, motility, and pharyngeal pumping, as well as resulting in reduced lifespan; an HSP-6::GFP fusion protein localizes to mitochondria; HSP-6 levels are markedly reduced in aged worms.","NO","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"31","WBGene00002063","II","+",12280662,12284133,-0.786018684094922,1.81878502051609e-16,1.43686200197771,2.50060852434699e-05,17.492443,17.185892,16.586416,14.31214,28.368092,27.560656,28.425159,31.346876,14.697101,15.255584,19.23065,15.718492,7.0539,5.302124,5.554961,6.889293,"ife-5 encodes a member of the Initiation Factor 4E (eIF4E) family; it is expressed in the germ line.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"32","WBGene00002190","X","-",5970677,5977854,0.189924240401473,0.0298978018334616,1.46742815868456,0.0448547673941062,140.527008,135.718063,129.976028,122.214294,117.986137,119.458954,122.84005,105.622635,1.023412,1.766313,0.900244,1.087646,0.168231,0.550511,0.247205,0.946786,"kin-2 encodes a predicted regulatory subunit of a cAMP-dependent protein kinase that may act downstream of, or in parallel to, ric-8.","NO","N2-high","Chr:IV_15992791_15992812_-","N2unique","100","17","0","X","5972188","5972204"
"33","WBGene00002203","X","-",15269074,15281110,-0.21627101110058,0.0470039841199535,2.13023412949452,9.93116763249043e-09,40.393917,45.516685,41.6903,39.976757,46.585644,53.649132,53.124664,45.717171,5.115086,5.729752,4.501857,6.326864,1.435602,1.07293,1.09706,1.69856,"kin-20 is an ortholog of human CSNK1D (casein kinase 1 delta) and CSNK1E (casein kinase 1 epsilon); kin-20 is involved in body morphogenesis, embryo development, locomotion, nematode larval development, positive regulation of growth and reproduction; kin-20 is predicted to have ATP binding activity and protein kinase activity, based on protein domain information; kin-20 is expressed in certain motor neurons and the seam cell.","YES","CB4856-high","Chr:IV_15429257_15429278_+","CBunique","94.118","17","1","X","15280677","15280661"
"34","WBGene00002248","I","+",10608466,10621433,0.376365847787051,0.00143046982852777,-0.957359427599009,0.0362136684618723,4.590946,4.538659,3.958751,4.141838,3.250653,3.695333,3.566391,2.780612,2.148523,2.474548,3.474361,2.094097,4.178278,8.116263,3.499207,5.508739,"lam-3 encodes one of two C. elegans a laminin A subunits and is orthologous to human laminin alpha2; LAM-3 is a basement membrane component required for normal tissue development, including pharyngeal development; lam-3 is expressed in the pharynx and hypodermis, and also weakly in the intestine.","YES","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"35","WBGene00003025","V","+",3704988,3712796,0.683118160807251,0.00537431039546109,1.98290897075404,0.00582673226089812,38.852547,47.052078,45.038063,45.526081,17.277903,23.668669,38.78619,21.230566,13.605326,3.060022,14.146832,14.480284,2.617579,3.193134,3.043684,3.38165,"lin-40 encodes, along with egl-27, one of two C. elegans homologs of human MTA1 (metastasis-associated protein), part of a nucleosome remodeling and histone deacetylation (NURD) complex; lin-40 is an essential gene required for proper vulval cell fate specification and morphogenesis; in addition, lin-40 acts with its paralog, egl-27, in regulating posterior ventral hypodermal cell fate specification and embryonic patterning; targets of lin-40 regulation likely include lin-39, which encodes a homeodomain protein also required for vulval cell fate specification.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"36","WBGene00003095","IV","-",11626910,11627947,-0.334325445989782,0.0152642070554755,1.34867599755703,0.000236879900578661,26.736891,23.947233,23.793154,21.518116,34.946178,29.529848,32.826881,25.367508,3.622129,5.96262,6.278029,5.771585,1.508375,2.547596,2.524328,1.819078,"lys-6 is involved in defense response; lys-6 is predicted to have lysozyme activity, based on protein domain information.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"37","WBGene00003352","X","+",237369,237464,-0.77518118626953,0.00393896139333644,1.74423944847252,6.39166167687648e-05,5.749565,3.719512,3.655193,3.187195,8.570321,6.730007,8.571141,5.991322,1307.637695,1489.963257,3151.434814,1524.975098,472.359467,765.029419,443.860168,672.651062,"mir-258.1 encodes a microRNA, a small non-protein coding RNA; there are two copies of mir-258 in the genome:  mir-258.1 and mir-258.2; mir-258.1 is uniformly expressed from the embryonic stage to the adult stage; many of the known microRNAs are involved in post-transcriptional regulation of genes; the precise function of miR-258.1 is unknown.","YES","CB4856-high","NA","NA","NA","NA","NA","NA","NA","NA"
"38","WBGene00003404","II","-",10738635,10775061,-0.300259883693187,0.0146233093574779,-3.082497938832,0.00279166833802866,12.563081,15.487784,13.736623,12.024043,15.321386,18.422787,17.661551,15.442499,0.43596,0.42467,0,0.370902,4.016488,1.694506,2.920557,3.634697,"mpz-1 encodes a multi-PDZ domain scaffold protein; mpz-1(RNAi) animals have reduced serotonin (5-HT)-stimulated egg laying unless truncated SER-1 is transgenically expressed in vulval muscle; overexpressed MPZ-1 PDZ domain 10 also reduces SER-1-mediated egg laying; the PDZ domain 10 of MPZ-1 binds the C-terminal PDZ-binding motif (ETFL) of the 5-HT receptor SER-1; MPZ-1 also physically interacts with the RHGF-2 RhoGEF, and may also bind NPR-1 and ZC84.4; MPZ-1 binding enhances SER-1 activity; mpz-1 is expressed in the nerve ring, pharyngeal, body, and tail neurons, as well as body wall and vulval muscles; mpz-1 is coexpressed with ser-1 in three neuron types and vulval muscle; MPZ-1 co-localizes with SNB-1 in neuronal puncta and with RHGF-2 in nerve ring axons; mpz-1 may be translationally regulated by a small upstream open reading frame (uORF).","NO","CB4856-high","Chr:IV_15992791_15992812_-","N2unique","94.118","17","1","II","10742263","10742279"
"39","WBGene00003426","IV","+",5260554,5261010,1.04304430660843,8.77983237375754e-18,1.26936701764117,0.00246373269423758,267.404877,269.394226,304.977203,353.38623,154.918671,151.04451,137.160477,130.830765,5.119945,9.309462,11.595087,8.954165,2.860156,4.446446,4.107337,2.665373,"msp-19 encodes a protein that belongs to a family of proteins called the Major Sperm Proteins (MSPs) that is conserved in nematodes; msp-19 has a homolog in C. briggsae as predicted by the Wobble Aware Bulk Aligner (WABA); the msp gene family consists of closely related, small, basic proteins that make up 15% of sperm protein; this multigene family consists of over fifty genes, including many pseudogenes; MSPs are involved in both extracellular signaling and cytoskeletal functions during reproduction-MSP antagonizes Eph/ephrin signaling, in part, by binding VAB-1 Eph receptor tyrosine kinase on oocytes and sheath cells to promote oocyte maturation and MAPK activation; MSPs assemble into fibrous networks that drive movement of the C. elegans sperm; msp genes are expressed only in late primary spermatocytes.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"40","WBGene00003446","IV","-",5064643,5065153,0.820594463124326,1.11676180420198e-10,1.21265485026799,0.00554415214684769,374.348724,377.149445,429.62326,502.81131,249.236542,254.103104,225.033081,218.294876,5.807378,12.773551,18.250807,12.794283,5.628455,5.08117,5.040101,4.907635,"msp-53 encodes a protein that belongs to a family of proteins called the Major Sperm Proteins (MSPs) that is conserved in nematodes; msp-53 has a C. briggsae homolog as identified by the Wobble Aware Bulk Aligner (WABA); the MSP family consists of closely related, small, basic proteins that make up 15% of sperm protein; this multigene family consists of over fifty genes, including many pseudogenes; MSPs are involved in both extracellular signaling and cytoskeletal functions during reproduction-MSP antagonizes Eph/ephrin signaling, in part, by binding VAB-1 Eph receptor tyrosine kinase on oocytes and sheath cells to promote oocyte maturation and MAPK activation; MSPs assemble into fibrous networks that drive movement of the C. elegans sperm; msp genes are expressed only in late primary spermatocytes.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
"41","WBGene00003449","IV","+",9841443,9841961,0.836036068851838,9.22714671176501e-12,1.2495413423844,0.0483170907272756,129.488937,127.385101,144.084808,170.190109,84.06057,81.969505,78.380882,73.426186,6.267654,5.603251,16.744293,8.972013,4.006671,3.045212,3.364345,5.522271,"msp-56 encodes a protein that belongs to a family of proteins called the Major Sperm Proteins (MSPs) that is conserved in nematodes; this family consists of closely related, small, basic proteins that make up 15% of sperm protein; this multigene family consists of over fifty genes, including many pseudogenes; MSPs are involved in both extracellular signaling and cytoskeletal functions during reproduction-MSP antagonizes Eph/ephrin signaling, in part, by binding VAB-1 Eph receptor tyrosine kinase on oocytes and sheath cells to promote oocyte maturation and MAPK activation; MSPs assemble into fibrous networks that drive movement of the C. elegans sperm; msp genes are expressed only in late primary spermatocytes.","NO","N2-high","NA","NA","NA","NA","NA","NA","NA","NA"
