Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
WBGene00021658	-	I	+	347469	348357	11.332417	43.323898	24.228245
WBGene00021657	-	I	+	348460	357193	0.093495	0.357432	0.199888
WBGene00020087	-	I	-	357240	363901	3.469124	13.262483	7.416845
WBGene00020091	-	I	+	364510	368319	2.189720	8.371312	4.681532
WBGene00020088	-	I	-	368370	373445	2.829467	10.817070	6.049285
WBGene00020089	-	I	-	373571	379073	1.195923	4.572021	2.556834
WBGene00004143	-	I	-	379071	381902	6.032495	23.062265	12.897227
WBGene00006385	-	I	+	382648	388564	0.338103	1.292570	0.722850
WBGene00020090	-	I	-	388470	394415	0.981682	3.752976	2.098796
WBGene00015570	-	I	+	420922	423713	0.000000	0.000000	0.000000
WBGene00021733	-	I	+	398891	412915	0.000000	0.000000	0.000000
WBGene00021734	-	I	-	412911	418660	0.000000	0.000000	0.000000
WBGene00006593	-	I	+	443999	461605	0.711765	2.721082	1.521724
WBGene00021026	-	I	+	461995	462651	2.885246	11.030313	6.168538
WBGene00021027	-	I	-	462657	467131	2.596396	9.926038	5.550988
WBGene00166632	-	I	+	463304	463324	0.000000	0.000000	0.000000
WBGene00235387	-	I	+	471135	473890	11.098743	42.430565	23.728659
WBGene00021025	-	I	+	477582	481954	0.000000	0.000000	0.000000
WBGene00235388	-	I	-	482040	483880	0.000000	0.000000	0.000000
WBGene00021024	-	I	+	488607	489905	0.000000	0.000000	0.000000
WBGene00021028	-	I	-	484126	487990	0.000000	0.000000	0.000000
WBGene00001814	-	I	+	489969	496150	21.030413	80.462982	44.997719
WBGene00022035	-	I	-	496144	502042	0.969940	3.708087	2.073692
WBGene00022036	-	I	-	502932	506250	15.167104	57.983932	32.426647
WBGene00022034	-	I	+	506469	509056	0.825536	3.162192	1.768409
WBGene00022039	-	I	-	508850	511051	0.763557	2.919083	1.632454
WBGene00022038	-	I	-	520109	521554	0.000000	0.000000	0.000000
WBGene00200577	-	I	-	530395	530683	0.380623	1.455124	0.813756
WBGene00022033	-	I	+	530969	533084	0.000000	0.000000	0.000000
WBGene00220190	-	I	+	532968	533039	0.000000	0.000000	0.000000
WBGene00022043	-	I	+	534455	535344	0.000000	0.000000	0.000000
WBGene00022037	-	I	-	511052	519800	1.780258	7.129199	3.986898
WBGene00196781	-	I	+	512017	512166	0.000000	0.000000	0.000000
WBGene00196389	-	I	+	514364	514492	0.000000	0.000000	0.000000
WBGene00022042	-	I	+	535791	536670	7.323418	27.997473	15.657168
WBGene00004235	-	I	+	550696	556638	0.384453	1.469766	0.821945
WBGene00202444	-	I	+	553658	553785	0.000000	0.000000	0.000000
WBGene00007009	-	I	+	537122	542200	4.794402	18.557831	10.378190
WBGene00220191	-	I	+	539086	539242	0.000000	0.000000	0.000000
WBGene00000434	-	I	-	565436	566414	0.000000	0.000000	0.000000
WBGene00002393	-	I	+	557375	561671	0.000000	0.000000	0.000000
WBGene00022040	-	I	+	562736	565181	0.350975	1.341780	0.750370
WBGene00001725	-	I	-	572177	575120	0.000000	0.000000	0.000000
WBGene00002040	-	I	-	585831	607601	0.273939	1.047271	0.585670
WBGene00018923	-	I	-	614651	629444	2.018068	19.307844	10.797624
WBGene00018921	-	I	+	618160	621490	2.817137	10.941360	6.118792
WBGene00022028	-	I	+	621708	622187	0.000000	0.000000	0.000000
WBGene00022027	-	I	+	636804	637852	0.875622	3.347508	1.872044
WBGene00022029	-	I	-	629492	636350	2.709723	10.359287	5.793277
WBGene00220188	-	I	-	630006	630218	0.093897	0.358969	0.200748
WBGene00220189	-	I	-	630926	631035	0.000000	0.000000	0.000000
WBGene00022025	-	I	+	654090	658810	2.683627	10.259522	5.737485
WBGene00022026	-	I	+	638129	653986	0.409220	4.006480	2.240564
WBGene00022030	-	I	-	645626	647242	45.056587	172.251602	96.329140
WBGene00022031	-	I	-	659557	663686	5.557964	21.334726	11.931127
WBGene00022032	-	I	-	664426	666900	1.837275	7.964079	4.453793
WBGene00044461	-	I	-	667615	674413	15.411588	58.918594	32.949345
WBGene00021215	-	I	+	680408	683472	0.000000	0.000000	0.000000
WBGene00021214	-	I	-	682876	686599	0.910535	3.480981	1.946687
WBGene00021207	-	I	+	688286	691267	5.909775	22.593105	12.634857
WBGene00021210	-	I	-	692026	694948	3.011494	11.512959	6.438451
WBGene00021208	-	I	-	694982	698322	2.234139	8.541126	4.776498
WBGene00021209	-	I	-	700274	715874	1.746109	6.675385	3.733110
WBGene00004332	-	I	-	717893	719816	24.415804	152.489883	85.277687
WBGene00000623	-	I	-	741913	745570	0.276730	1.057941	0.591637
WBGene00198328	-	I	-	742120	742286	0.000000	0.000000	0.000000
WBGene00004028	-	I	+	719929	731078	0.000000	0.000000	0.000000
WBGene00044434	-	I	-	731068	736552	0.067107	0.256550	0.143472
WBGene00020282	-	I	-	760848	761849	0.000000	0.000000	0.000000
WBGene00020283	-	I	+	763597	770720	0.000000	0.000000	0.000000
WBGene00000624	-	I	+	745859	748288	0.000000	0.000000	0.000000
WBGene00021213	-	I	-	748228	757010	3.991150	15.258190	8.532915
WBGene00023169	-	I	+	754680	754763	26.190475	100.126350	55.994167
WBGene00020281	-	I	+	770892	776369	0.056008	0.214119	0.119743
WBGene00196394	-	I	+	774365	774585	0.000000	0.000000	0.000000
WBGene00196011	-	I	-	774439	774584	0.000000	0.000000	0.000000
WBGene00195514	-	I	-	796997	797295	1.913043	7.313575	4.090008
WBGene00022518	-	I	+	803368	835277	0.008013	0.033493	0.018731
WBGene00023398	-	I	+	803800	803872	0.000000	0.000000	0.000000
WBGene00200408	-	I	-	806419	806659	0.000000	0.000000	0.000000
WBGene00201436	-	I	+	806510	806659	0.000000	0.000000	0.000000
WBGene00202093	-	I	+	809294	809476	0.000000	0.000000	0.000000
WBGene00197978	-	I	-	812295	812442	0.000000	0.000000	0.000000
WBGene00195610	-	I	+	815976	816026	0.000000	0.000000	0.000000
WBGene00200506	-	I	+	816036	816306	0.000000	0.000000	0.000000
WBGene00197264	-	I	+	834416	834465	0.000000	0.000000	0.000000
WBGene00022388	-	I	+	853451	872103	0.799073	3.054861	1.708385
WBGene00022517	-	I	+	837996	841746	46.706757	178.560226	99.857132
WBGene00022519	-	I	-	841742	846763	24.977818	103.665703	57.973495
WBGene00202359	-	I	+	846171	846491	0.000000	0.000000	0.000000
WBGene00022389	-	I	-	873164	882713	1.968441	8.827830	4.936832
WBGene00022386	-	I	+	882918	890194	0.000000	0.000000	0.000000
WBGene00022390	-	I	-	889771	895105	0.000000	0.000000	0.000000
WBGene00220217	-	I	+	906339	906481	0.937063	3.582397	2.003402
WBGene00001678	-	I	+	897286	906077	10.905531	41.691914	23.315578
WBGene00022385	-	I	+	907448	911189	17.641949	67.445282	37.717762
WBGene00022391	-	I	-	912415	926877	0.000000	0.000000	0.000000
WBGene00201274	-	I	+	916168	916317	0.440000	1.682123	0.940702
WBGene00022383	-	I	+	938464	941773	0.000000	0.000000	0.000000
WBGene00003548	-	I	+	942257	947710	0.711910	2.721636	1.522034
WBGene00199411	-	I	-	942547	942652	0.000000	0.000000	0.000000
WBGene00200422	-	I	+	942547	942652	0.000000	0.000000	0.000000
WBGene00195544	-	I	+	946027	946117	0.241758	0.924242	0.516869
WBGene00023199	-	I	-	946044	946115	0.305556	1.168142	0.653266
WBGene00003238	-	I	-	948569	957404	0.680923	2.620870	1.465682
WBGene00018786	-	I	+	989671	992181	0.052506	0.200731	0.112256
WBGene00016932	-	I	+	996045	1005066	0.192982	0.737771	0.412588
WBGene00196934	-	I	+	996207	996655	0.000000	0.000000	0.000000
WBGene00199650	-	I	-	996277	996576	0.000000	0.000000	0.000000
WBGene00018787	-	I	-	963700	969426	0.000000	0.000000	0.000000
WBGene00018788	-	I	-	969089	976550	0.296772	3.722446	2.081722
WBGene00016931	-	I	+	1006102	1010765	0.000000	0.000000	0.000000
WBGene00236808	-	I	-	1015204	1015731	0.000000	0.000000	0.000000
WBGene00005002	-	I	+	1016403	1017180	0.000000	0.000000	0.000000
WBGene00016930	-	I	-	1011371	1014455	1.815293	6.939876	3.881022
WBGene00021335	-	I	+	1018835	1019229	0.946835	3.619756	2.024295
WBGene00021327	-	I	-	1019827	1029910	2.008350	7.677934	4.293770
WBGene00004952	-	I	-	1030629	1033436	51.738693	197.797348	110.615204
WBGene00021329	-	I	+	1034443	1040868	0.891455	3.419025	1.912039
WBGene00021332	-	I	+	1041474	1048329	3.192418	12.204634	6.825259
WBGene00021331	-	I	+	1049596	1050727	0.000000	0.000000	0.000000
WBGene00021333	-	I	-	1050921	1053826	187.174561	786.034729	439.578186
WBGene00021334	-	I	-	1053894	1066899	1.658291	6.339656	3.545358
WBGene00021328	-	I	+	1062293	1065269	0.207268	0.792387	0.443130
WBGene00001745	-	I	+	1068484	1075010	11.467618	43.935791	24.570435
WBGene00019909	-	I	+	1084630	1088473	8.815742	33.702637	18.847696
WBGene00044895	-	I	+	1088514	1089742	0.000000	0.000000	0.000000
WBGene00019911	-	I	-	1089666	1095796	0.097407	0.372388	0.208252
WBGene00174760	-	I	-	1093137	1093157	0.000000	0.000000	0.000000
WBGene00022838	-	I	+	1107578	1112251	0.000000	0.000000	0.000000
WBGene00236809	-	I	+	1112418	1115501	0.000000	0.000000	0.000000
WBGene00202055	-	I	+	1126975	1127057	0.530120	2.026652	1.133375
WBGene00004429	-	I	+	1156579	1157474	0.414443	1.584418	0.886062
WBGene00000165	-	I	-	1154511	1156020	2.888435	11.042504	6.175356
WBGene00021689	-	I	-	1136371	1154386	1.430152	5.470294	3.059180
WBGene00021687	-	I	+	1157571	1162939	0.364331	1.392840	0.778925
WBGene00001816	-	I	-	1162880	1175868	1.495242	5.734509	3.206939
WBGene00021686	-	I	+	1193158	1211434	0.575277	2.199287	1.229919
WBGene00004880	-	I	+	1176471	1190829	1.876384	7.173428	4.011632
WBGene00249808	-	I	-	1189970	1190830	0.485482	1.856001	1.037941
WBGene00021692	-	I	+	1254770	1258258	0.269231	1.029272	0.575605
WBGene00001707	-	I	-	1259374	1268155	0.000000	0.000000	0.000000
WBGene00021693	-	I	+	1282101	1285435	0.000000	0.000000	0.000000
WBGene00021685	-	I	+	1211485	1254669	0.000000	0.000000	0.000000
WBGene00195068	-	I	-	1215045	1217263	0.000000	0.000000	0.000000
WBGene00021690	-	I	-	1218435	1219002	0.000000	0.000000	0.000000
WBGene00021691	-	I	-	1223957	1229282	0.867707	3.459377	1.934605
WBGene00201777	-	I	-	1251252	1251322	0.000000	0.000000	0.000000
WBGene00003400	-	I	+	1305562	1328348	0.019603	0.131183	0.073362
WBGene00197361	-	I	-	1307480	1307624	0.000000	0.000000	0.000000
WBGene00044896	-	I	+	1332698	1334074	0.000000	0.000000	0.000000
WBGene00019674	-	I	+	1335321	1336867	0.000000	0.000000	0.000000
WBGene00045052	-	I	+	1337012	1338216	2.743938	10.490092	5.866427
WBGene00045053	-	I	+	1338749	1339773	0.000000	0.000000	0.000000
WBGene00004888	-	I	+	1340678	1341258	0.000000	0.000000	0.000000
WBGene00019673	-	I	-	1341218	1344692	10.832134	41.411316	23.158659
WBGene00022363	-	I	+	1348503	1359595	0.537897	2.258490	1.263027
WBGene00022366	-	I	+	1365309	1376409	2.813584	10.756350	6.015327
WBGene00022365	-	I	-	1376942	1385057	1.050251	4.015116	2.245394
WBGene00022367	-	I	-	1385818	1392759	0.297834	1.252822	0.700622
WBGene00022372	-	I	+	1394569	1402975	0.123478	0.472057	0.263991
WBGene00022371	-	I	+	1405935	1413100	8.390555	32.077145	17.938663
WBGene00022368	-	I	-	1413915	1415807	4.330956	16.557270	9.259407
WBGene00022369	-	I	+	1416586	1425201	0.972134	3.716474	2.078383
WBGene00022370	-	I	-	1427227	1433695	0.876349	3.350288	1.873598
WBGene00022373	-	I	+	1436279	1441331	2.891918	11.055820	6.182802
WBGene00018159	-	I	-	1442048	1443942	0.000000	0.000000	0.000000
WBGene00018580	-	I	+	1465597	1469587	0.136646	0.522398	0.292144
WBGene00004969	-	I	+	1446497	1465358	1.261507	4.822749	2.697050
WBGene00196566	-	I	-	1447135	1447234	0.440000	1.682123	0.940702
WBGene00023055	-	I	+	1447138	1447210	0.602740	2.304279	1.288633
WBGene00001773	-	I	-	1451122	1453077	0.372881	1.425526	0.797204
WBGene00018579	-	I	+	1471227	1479920	1.792586	6.853067	3.832475
WBGene00001115	-	I	+	1483083	1490494	0.000000	0.000000	0.000000
WBGene00170789	-	I	-	1487607	1487627	0.000000	0.000000	0.000000
WBGene00022361	-	I	-	1490887	1514411	2.852570	10.905393	6.098678
WBGene00022360	-	I	+	1514755	1540911	1.009278	4.127623	2.308312
WBGene00172419	-	I	-	1556641	1556661	0.809524	3.094815	1.730729
WBGene00022358	-	I	+	1543525	1556196	33.252697	131.170380	73.355080
WBGene00005077	-	I	+	1566929	1580196	3.186803	12.801577	7.159091
WBGene00195355	-	I	-	1575714	1575803	0.733333	2.803537	1.567836
WBGene00023198	-	I	+	1575720	1575792	0.876712	3.351675	1.874374
WBGene00022270	-	I	+	1581394	1593668	0.000000	0.000000	0.000000
WBGene00022271	-	I	-	1594659	1596184	5.232776	20.004936	11.187461
WBGene00022272	-	I	-	1600624	1601457	20.709877	79.173988	44.276871
WBGene00022269	-	I	+	1601838	1606926	3.863908	14.771745	8.260878
WBGene00022273	-	I	-	1607658	1610041	4.728972	18.078888	10.110349
WBGene00044440	-	I	+	1610390	1620080	1.515987	5.795628	3.241118
WBGene00022268	-	I	+	1629003	1633498	0.000000	0.000000	0.000000
WBGene00000269	-	I	-	1621346	1628476	0.415385	2.120323	1.185759
WBGene00022274	-	I	+	1634613	1644107	2.041999	7.806575	4.365711
WBGene00022156	-	I	+	1652901	1655399	0.109674	0.419284	0.234479
WBGene00173142	-	I	+	1653765	1653785	0.000000	0.000000	0.000000
WBGene00004168	-	I	-	1655616	1656726	2.922388	11.172307	6.247946
WBGene00003111	-	I	-	1644588	1651394	1.983193	8.273884	4.627046
WBGene00044358	-	I	-	1657513	1663331	0.000000	0.000000	0.000000
WBGene00022157	-	I	-	1663412	1667414	0.000000	0.000000	0.000000
WBGene00022155	-	I	+	1667501	1669792	0.000000	0.000000	0.000000
WBGene00022158	-	I	-	1670036	1672742	0.955533	3.660578	2.047124
WBGene00185098	-	I	-	1672821	1676434	26.643116	101.856796	56.961891
WBGene00022154	-	I	+	1680450	1685063	0.700855	2.679373	1.498399
WBGene00219767	-	I	+	1696199	1697676	0.000000	0.000000	0.000000
WBGene00044348	-	I	-	1686216	1693457	0.155660	0.595089	0.332795
WBGene00200707	-	I	+	1691497	1691645	0.000000	0.000000	0.000000
WBGene00236797	-	I	+	1692352	1693675	0.332326	1.270484	0.710499
WBGene00220197	-	I	+	1693190	1693457	0.656716	2.510629	1.404032
WBGene00003080	-	I	+	1701361	1701808	0.000000	0.000000	0.000000
WBGene00006702	-	I	+	1698094	1701128	0.711278	2.719220	1.520683
WBGene00022152	-	I	+	1709587	1715568	0.000000	0.000000	0.000000
WBGene00022153	-	I	+	1702105	1708008	3.426338	13.098911	7.325370
WBGene00022150	-	I	+	1751481	1754410	1.093040	4.178699	2.336875
WBGene00006771	-	I	+	1721592	1740670	0.714530	3.170274	1.772928
WBGene00199017	-	I	-	1738614	1738724	8.918919	34.097080	19.068283
WBGene00003278	-	I	+	1738635	1738733	19.666666	193.698975	108.323257
WBGene00022159	-	I	-	1740647	1751055	4.831529	18.482082	10.335829
WBGene00022149	-	I	+	1755329	1766400	1.475610	5.784556	3.234927
WBGene00220198	-	I	+	1791398	1791491	1.404255	5.368475	3.002240
WBGene00022147	-	I	+	1792455	1792898	0.000000	0.000000	0.000000
WBGene00022146	-	I	+	1793254	1796424	0.000000	0.000000	0.000000
WBGene00022162	-	I	-	1797435	1798722	0.000000	0.000000	0.000000
WBGene00022148	-	I	+	1767887	1790157	6.599093	25.228373	14.108591
WBGene00022160	-	I	-	1771388	1775933	0.000000	0.000000	0.000000
WBGene00022161	-	I	-	1779766	1782594	0.082335	0.597930	0.334383
WBGene00022145	-	I	+	1799717	1806986	0.513120	1.961661	1.097030
WBGene00022143	-	I	+	1812892	1813581	0.000000	0.000000	0.000000
WBGene00022144	-	I	+	1808091	1811835	0.544604	2.082025	1.164341
WBGene00022142	-	I	+	1816150	1818496	0.000000	0.000000	0.000000
WBGene00044349	-	I	-	1813909	1816061	0.280417	1.072036	0.599520
WBGene00044347	-	I	-	1818581	1822948	0.000000	0.000000	0.000000
WBGene00219766	-	I	+	1822401	1823043	5.074650	19.400417	10.849394
WBGene00022141	-	I	+	1823447	1825967	2.673164	10.226167	5.718831
WBGene00022163	-	I	+	1828079	1831929	151.172546	577.933594	323.200714
WBGene00044746	-	I	-	1832115	1832641	19.768116	113.713593	63.592628
WBGene00004441	-	I	+	1834881	1835439	0.000000	0.000000	0.000000
WBGene00016907	-	I	+	1832897	1834764	3.122836	12.064513	6.746899
WBGene00001309	-	I	+	1842445	1843227	0.000000	0.000000	0.000000
WBGene00001196	-	I	+	1835631	1841936	32.230019	136.040970	76.078880
WBGene00202110	-	I	-	1840679	1840745	0.000000	0.000000	0.000000
WBGene00220027	-	I	+	1841238	1841334	0.231100	0.883497	0.494082
WBGene00003750	-	I	+	1843384	1843899	26.998224	103.214378	57.721100
WBGene00006461	-	I	+	1845221	1850523	0.553957	2.117781	1.184337
WBGene00044897	-	I	-	1851681	1852280	0.000000	0.000000	0.000000
WBGene00019706	-	I	-	1856459	1860578	0.000000	0.000000	0.000000
WBGene00004743	-	I	-	1862607	1872306	0.729258	9.065345	5.069659
WBGene00022139	-	I	+	1874033	1883639	1.069497	4.088694	2.286541
WBGene00022140	-	I	-	1885205	1894905	0.705718	2.697964	1.508796
WBGene00021766	-	I	+	1924300	1932260	0.284039	1.085883	0.607264
WBGene00255420	-	I	-	1945814	1949520	0.000000	0.000000	0.000000
WBGene00021765	-	I	+	1932352	1945212	0.276170	1.055800	0.590440
WBGene00044438	-	I	+	1958707	1965267	0.000000	0.000000	0.000000
WBGene00022138	-	I	+	1895161	1923088	0.525496	2.109172	1.179523
WBGene00021768	-	I	-	1911684	1913966	4.333333	16.566359	9.264488
WBGene00219760	-	I	-	1916942	1917064	0.178862	0.683791	0.382400
WBGene00021771	-	I	-	1950594	1958527	1.594957	6.107152	3.415334
WBGene00021764	-	I	+	1967772	1973882	0.341499	1.545775	0.864452
WBGene00201351	-	I	-	1974779	1974991	1.061033	4.056336	2.268445
WBGene00196465	-	I	+	1974820	1974991	1.313954	5.023254	2.809180
WBGene00021763	-	I	+	1977993	1983436	0.214920	0.833484	0.466114
WBGene00021238	-	I	-	1988246	2010525	1.349245	5.158172	2.884631
WBGene00021237	-	I	+	2026277	2033966	0.396671	1.516476	0.848066
WBGene00021239	-	I	-	2034383	2043805	101.550056	388.226501	217.109863
WBGene00219749	-	I	+	2046539	2048913	26.605053	101.711288	56.880512
WBGene00044435	-	I	-	2049140	2050177	231.966278	886.808533	495.934387
WBGene00021346	-	I	-	2061667	2064077	4.608634	17.618835	9.853071
WBGene00021347	-	I	+	2064293	2064686	0.000000	0.000000	0.000000
WBGene00021348	-	I	+	2064909	2065481	0.690196	2.638623	1.475611
WBGene00021349	-	I	+	2065727	2069049	3.624670	13.857136	7.749396
WBGene00195672	-	I	-	2068818	2068951	0.000000	0.000000	0.000000
WBGene00004409	-	I	-	2069086	2069587	0.000000	0.000000	0.000000
WBGene00021350	-	I	-	2069681	2070607	3.499355	13.823065	7.730343
WBGene00044932	-	I	-	2069884	2070023	1.057143	4.041464	2.260128
WBGene00197277	-	I	+	2070216	2070358	8.153846	31.172203	17.432589
WBGene00044931	-	I	-	2070256	2070394	0.000000	0.000000	0.000000
WBGene00196428	-	I	-	2070673	2070891	0.100457	0.384048	0.214773
WBGene00004014	-	I	+	2071352	2072547	24.816326	94.872971	53.056290
WBGene00021351	-	I	+	2072680	2076906	0.312864	1.196853	0.669322
WBGene00021352	-	I	+	2078959	2085662	1.559803	10.377902	5.803687
WBGene00200606	-	I	-	2084806	2085027	0.162162	0.619946	0.346696
WBGene00044925	-	I	+	2085037	2085155	3.966386	15.163519	8.479971
WBGene00021353	-	I	-	2085673	2093822	2.151373	8.224711	4.599547
WBGene00003799	-	I	+	2097346	2123443	0.678756	2.891474	1.617013
WBGene00044810	-	I	-	2107457	2108896	0.273373	1.045107	0.584460
WBGene00021354	-	I	-	2113614	2118550	0.000000	0.000000	0.000000
WBGene00021355	-	I	+	2128590	2145971	2.976249	11.390765	6.370115
WBGene00235158	-	I	-	2149823	2151826	571.611450	2185.274170	1222.081909
WBGene00195033	-	I	+	2149891	2149910	0.000000	0.000000	0.000000
WBGene00195032	-	I	+	2149987	2150003	0.000000	0.000000	0.000000
WBGene00195031	-	I	+	2150219	2150239	0.000000	0.000000	0.000000
WBGene00021009	-	I	+	2160042	2209629	0.728595	4.070561	2.276401
WBGene00021008	-	I	+	2216100	2219479	0.000000	0.000000	0.000000
WBGene00021005	-	I	-	2219471	2222313	0.000000	0.000000	0.000000
WBGene00021006	-	I	-	2233744	2234957	0.000000	0.000000	0.000000
WBGene00017398	-	I	+	2250131	2254901	0.000000	0.000000	0.000000
WBGene00021007	-	I	-	2235617	2241210	1.450142	5.543902	3.100344
WBGene00000020	-	I	-	2255923	2272866	0.600300	2.294951	1.283417
WBGene00198059	-	I	+	2269391	2269442	0.000000	0.000000	0.000000
WBGene00201890	-	I	-	2269391	2269442	0.000000	0.000000	0.000000
WBGene00200608	-	I	+	2272359	2272439	0.000000	0.000000	0.000000
WBGene00023176	-	I	-	2272368	2272438	6.760563	25.845673	14.453807
WBGene00021458	-	I	+	2279835	2281516	4.033031	53.114391	29.703428
WBGene00000408	-	I	-	2281504	2291183	1.600594	6.588649	3.684604
WBGene00021469	-	I	+	2293132	2297312	5.717922	22.633026	12.657182
WBGene00021470	-	I	-	2297280	2304393	5.244537	20.915291	11.696565
WBGene00021468	-	I	+	2300086	2302823	0.797380	3.048388	1.704766
WBGene00002047	-	I	-	2304512	2306816	13.484545	51.551498	28.829405
WBGene00021475	-	I	+	2312496	2313008	3.944058	15.078157	8.432235
WBGene00021467	-	I	+	2306985	2308975	0.647870	2.809516	1.571180
WBGene00021476	-	I	+	2308976	2312129	1.832131	7.202617	4.027956
WBGene00021466	-	I	+	2313271	2316003	1.832250	7.004703	3.917275
WBGene00199088	-	I	-	2315821	2315987	2.239521	8.561703	4.788004
WBGene00219275	-	I	-	2322025	2322596	0.000000	0.000000	0.000000
WBGene00021477	-	I	+	2327989	2330162	0.000000	0.000000	0.000000
WBGene00021465	-	I	+	2316307	2318305	1.371174	5.242007	2.931514
WBGene00003156	-	I	-	2318291	2321847	2.620794	23.050838	12.890837
WBGene00021471	-	I	-	2323916	2327329	0.779194	2.978863	1.665885
WBGene00021472	-	I	-	2330895	2332652	3.780822	14.454106	8.083242
WBGene00021464	-	I	+	2333312	2338693	58.033283	221.861603	124.072784
WBGene00077563	-	I	+	2352835	2356238	0.000000	0.000000	0.000000
WBGene00021463	-	I	+	2342216	2350468	0.271140	1.036570	0.579686
WBGene00021461	-	I	+	2357883	2372964	4.086579	15.802532	8.837330
WBGene00199635	-	I	+	2368687	2368744	0.000000	0.000000	0.000000
WBGene00196479	-	I	-	2368783	2368861	0.000000	0.000000	0.000000
WBGene00197084	-	I	+	2368783	2368861	0.000000	0.000000	0.000000
WBGene00196296	-	I	-	2370805	2370858	0.000000	0.000000	0.000000
WBGene00021473	-	I	-	2377089	2381851	1.480311	5.659238	3.164844
